time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
4.14,0.463160835349,4.50442579921,25.3881300909,0.0856207436382,6.05394387783,0.0,2.33920921147,2.97702429242,6.27479111274,-0.172265247909,-0.178117407214,0.0,486.7911088437278,485.74690080706887,487.11057227184136,485.22620306037294
4.199999999999998,0.608387194642,4.68456389935,25.7678981164,0.0760524355162,6.0524540629,0.0,2.50157176753,3.02643843388,6.38347053896,-0.183138828775,-0.212561852628,0.0,489.12357669765527,486.519394318554,488.13772555599843,487.2986181410868
4.259999999999997,0.762254235992,4.86707347836,26.1492690398,0.0651456058792,6.03970670846,0.0,2.62837280898,3.05623902891,6.32893220553,-0.180989988125,-0.21227794298,0.0,438.35703913652355,438.3354369900558,438.2595587820708,438.40546524526104
4.319999999999996,0.924345833634,5.05128436521,26.5289999132,0.0560256880419,6.0280963407,0.0,2.77563786346,3.08322643297,6.32840423622,-0.196688838649,-0.201791745868,0.0,455.4453414645901,456.24180680041235,456.51300772304353,455.2255244336346
4.379999999999995,1.09550990162,5.23693104788,26.9088195049,0.0444260817829,6.01809502002,0.0,2.93064852653,3.10384932339,6.33192473946,-0.192825570131,-0.187049896698,0.0,456.3681355604701,457.50691462647393,458.64433927635383,458.9151844513975
4.439999999999993,1.27520871257,5.4234412803,27.2853915991,0.0328714478949,6.00782250271,0.0,3.06015398559,3.11225455281,6.2208510467,-0.192229327858,-0.17750404218,0.0,420.72465871457086,421.5158005571437,419.9410413676208,419.95423633865323
4.499999999999992,1.46254418069,5.61025083549,27.6543195339,0.0247473218754,5.99861567195,0.0,3.18511608374,3.11415877537,6.07725309025,-0.213693906896,-0.16548961107,0.0,407.82816410388955,408.86837332959334,409.1429844661696,407.18395457687313
4.559999999999991,1.65850337228,5.79711663467,28.0180596544,0.0120437800089,5.99075940312,0.0,3.34746947131,3.1135571673,6.04729054011,-0.218846893884,-0.150872486875,0.0,445.98326368208586,447.15149553702054,445.74003696867993,445.2728881994117
4.6199999999999894,1.86481765458,5.98373042422,28.3817135153,6.28241738326,5.99060349857,0.0,3.52948227179,3.10564023052,6.0742970552,-0.21374466473,-0.184769353391,0.0,466.04906409902594,463.36751012016424,464.079284209333,464.4353111376506
4.679999999999988,2.08238347632,6.16961264453,28.7480036279,6.26958383284,5.98013727761,0.0,3.72347626735,3.08912684571,6.13452824393,-0.21556175392,-0.194678985228,0.0,475.85670456953136,475.06546428477003,475.8775827663417,475.69639953183895
4.739999999999987,2.31176239691,6.35424029641,29.1177743,6.25676145909,5.96844738668,0.0,3.92335646171,3.06384658181,6.1902325546,-0.21291570706,-0.196467607444,0.0,475.5911943560378,475.4196415156862,476.52569289928005,476.68588921246743
4.799999999999986,2.55245874584,6.53717865946,29.4881280356,6.24661612018,5.95891787431,0.0,4.10054365945,3.03325359968,6.15456146563,-0.231921553386,-0.181162292566,0.0,447.65446870939246,448.86321620992476,450.1258026550394,448.5375845426559
4.859999999999984,2.80380490237,6.71813113274,29.8559338449,6.23941020167,5.94990023055,0.0,4.27828095976,2.99794829687,6.10533522458,-0.261523317013,-0.167407079237,0.0,444.8655677365594,445.96081798202016,445.93345703573084,443.4495025433209
4.919999999999983,3.06643676849,6.89674657117,30.2223983765,6.22521008829,5.96112218086,0.0,4.47484134887,2.95456244322,6.1104748916,-0.249293842785,-0.219139533161,0.0,464.4214427276009,460.31292980926276,462.8173275753797,463.7154908049721
4.979999999999982,3.34063434855,7.07251597548,30.5890113222,6.21442396869,5.94909882176,0.0,4.66592638182,2.90348142561,6.10922415004,-0.228089601772,-0.20866003523,0.0,460.033221760502,460.81835831933137,460.5839548990318,462.20213381737324
5.0399999999999805,3.62664806152,7.24499017457,30.9559263213,6.20086059487,5.93747996289,0.0,4.86865642907,2.8444723253,6.12043912958,-0.225280663338,-0.199395653367,0.0,466.11072265764625,466.7950599532773,466.4855003788093,466.65629527773785
